	PDB	resolution	method	organism	date	affinity	delta_g	affinity_method	temperature	authors	One_digit_id
3450	7zmp	3.626	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmp_0
3451	7zmm	2.5	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmm_2
3452	8rl5										8rl5_0
3453	7zmn	3.2	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmn_1
3454	8rl9										8rl9_1
3455	8rla										8rla_0
3456	7zmr	3.3	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmr_1
3457	7zml	2.79	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zml_0
3458	7zmt	2.5	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmt_1
3459	7zmo	3.75	X-RAY DIFFRACTION	Homo sapiens; Lama glama	04/19/22					Ye, M., Makola, M., Newman, J.A., Fairhead, M., MacLean, E., Krojer, T., Aitkenhead, H., Bountra, C., Gileadi, O., von Delft, F.	7zmo_0
3460	6xcm	3.42	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/08/20					Barnes, C.O., Bjorkman, P.J.	6xcm_1
3461	6xcn	3.66	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/08/20					Barnes, C.O., Bjorkman, P.J.	6xcn_1
3462	7lxw	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	03/05/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7lxw_0
3463	4gft	1.6	X-RAY DIFFRACTION	PLASMODIUM FALCIPARUM 3D7; LAMA GLAMA	08/03/12					Khamrui, S., Turley, S., Pardon, E., Steyaert, J., Verlinde, C., Fan, E., Bergman, L.W., Hol, W.G.J.	4gft_0
3464	7k8y	4.4	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/27/20					Abernathy, M.E., Barnes, C.O., Bjorkman, P.J.	7k8y_0
3465	7m6i	4.0	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	03/25/21					Barnes, C.O., Bjorkman, P.J.	7m6i_0
3466	7k8x	3.9	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/27/20					Abernathy, M.E., Barnes, C.O., Bjorkman, P.J.	7k8x_0
3467	7m6h	4.0	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	03/25/21					Barnes, C.O., Bjorkman, P.J.	7m6h_1
3468	7k8t	3.4	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/27/20					Malyutin, A.G., Barnes, C.O., Bjorkman, P.J.	7k8t_0
3469	8xsl	3.2	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	07/17/24					Tong, Z., Cui, Y., Xie, Y., Tong, J., Gao, G.F., Qi, J.	8xsl_0
3470	7k8s	3.4	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/27/20					Barnes, C.O., Malyutin, A.G., Bjorkman, P.J.	7k8s_0
3471	6uyg	3.375	X-RAY DIFFRACTION	RECOMBINANT HEPATITIS C VIRUS HK6A/JFH-1; HOMO SAPIENS; STREPTOCOCCUS SP.	11/13/19					Tzarum, N., Wilson, I.A., Zhu, J.	6uyg_0
3472	6uyg	3.375	X-RAY DIFFRACTION	RECOMBINANT HEPATITIS C VIRUS HK6A/JFH-1; HOMO SAPIENS; STREPTOCOCCUS SP.	11/13/19					Tzarum, N., Wilson, I.A., Zhu, J.	6uyg_1
3473	3j70		ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	04/22/14					Rasheed, M., Bettadapura, R., Bajaj, C.	3j70_2
3474	5n09	3.9	X-RAY DIFFRACTION	HOMO SAPIENS; DENGUE VIRUS 2	02/02/17					Duquerroy, S., Rouvinski, A., Guardado-Calvo, P., Vaney, M.-C., Sharma, A., Rey, F.	5n09_1
3475	3uyp	2.0	X-RAY DIFFRACTION	MUS MUSCULUS; DENGUE VIRUS 4	12/06/11					Cockburn, J.J.B., Navarro Sanchez, M.E., Fretes, N., Urvoas, A., Staropoli, I., Kikuti, C.M., Coffey, L.L., Arenzana Seisdedos, F., Bedouelle, H., Rey, F.A.	3uyp_0
3476	6h3u	3.168	X-RAY DIFFRACTION	MUS MUSCULUS; BOVINE SCHMALLENBERG VIRUS	07/19/18					Hellert, J., Aebischer, A., Wernike, K., Haouz, A., Brocchi, E., Reiche, S., Guardado-Calvo, P., Beer, M., Rey, F.A.	6h3u_0
3477	6h3t	2.836	X-RAY DIFFRACTION	MUS MUSCULUS; BOVINE SCHMALLENBERG VIRUS	07/19/18					Hellert, J., Aebischer, A., Wernike, K., Haouz, A., Brocchi, E., Reiche, S., Guardado-Calvo, P., Beer, M., Rey, F.A.	6h3t_1
3478	7rdw	3.55	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	07/12/21					Weidle, C., Pancera, M.	7rdw_0
3479	7tzg	3.71	X-RAY DIFFRACTION	HOMO SAPIENS	02/15/22					Ming, Q., Tran, T.H., Luca, V.C.	7tzg_0
3480	7tzh	2.43	X-RAY DIFFRACTION	HOMO SAPIENS	02/15/22					Ming, Q., Tran, T.H., Luca, V.C.	7tzh_1
3481	7ri2	2.8	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; LAMA GLAMA	07/19/21					Zhou, T., Kwong, P.D.	7ri2_0
3482	3rjq	2.601	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1; LAMA GLAMA	04/15/11					Chen, L., McLellan, J.S., Kwon, Y.D., Schmidt, S., Wu, X., Zhou, T., Yang, Y., Zhang, B., Forsman, A., Weiss, R.A., Verrips, T., Mascola, J., Kwong, P.D.	3rjq_0
3483	7rah	2.6	X-RAY DIFFRACTION	MUS MUSCULUS; BORDETELLA PERTUSSIS	07/01/21					Goldsmith, J.A., McLellan, J.S.	7rah_0
3484	7rah	2.6	X-RAY DIFFRACTION	MUS MUSCULUS; BORDETELLA PERTUSSIS	07/01/21					Goldsmith, J.A., McLellan, J.S.	7rah_1
3485	4m1c	3.5007	X-RAY DIFFRACTION	HOMO SAPIENS; SYNTHETIC CONSTRUCT	08/02/13					McCord, L.M., Liang, W., Farcasanu, M., Scherpelz, K., Meredith, S.C., Koide, S., Tang, W.J.	4m1c_1
3486	4yxh	2.7	X-RAY DIFFRACTION	ODOCOILEUS HEMIONUS; MUS MUSCULUS	03/23/15					Baral, P.K., Swayampakula, M., James, M.N.G.	4yxh_0
3487	6ce0	4.602	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	02/09/18					Kumar, S., Sarkar, A., Wilson, I.A.	6ce0_1
3488	4d3c	2.62	X-RAY DIFFRACTION	HOMO SAPIENS; ORYCTOLAGUS CUNICULUS	10/21/14					Kang, Y.J., Kim, K.L., Cho, H.S., Chung, J.H.	4d3c_0
3489	6a67	2.33	X-RAY DIFFRACTION	HOMO SAPIENS; INFLUENZA A VIRUS (A/THAILAND/1(KAN-1)/2004(H5N1))	06/26/18					Wang, P., Zuo, Y., Sun, J., Zhang, L., Wang, X.	6a67_1
3490	1jrh	2.8	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	09/23/97	1.42e-08	-10.7	SPR	25.0	Winkler, F.K., Sogabe, S.	1jrh_0
3491	7qu1	1.91	X-RAY DIFFRACTION	MUS MUSCULUS; MACHUPO MAMMARENAVIRUS	01/17/22					Ng, W.M., Sahin, M., Krumm, S.A., Seow, J., Zeltina, A., Harlos, K., Paesen, G., Pinschewer, D.D., Doores, K.J., Bowden, T.A.	7qu1_0
3492	6bkb	2.799	X-RAY DIFFRACTION	HOMO SAPIENS; RECOMBINANT HEPATITIS C VIRUS HK6A/JFH-1	11/08/17					Tzarum, N., Wilson, I.A., Law, M.	6bkb_0
3493	7teq	7.51	ELECTRON MICROSCOPY	RATTUS NORVEGICUS; MUS MUSCULUS	01/05/22					Tajima, N., Furukawa, H.	7teq_1
3494	7now	1.85	X-RAY DIFFRACTION	VICUGNA PACOS; XENOPUS TROPICALIS	02/26/21					Sola-Colom, M., Trakhanov, S., Goerlich, D.	7now_0
3495	7nqa	2.2	X-RAY DIFFRACTION	XENOPUS TROPICALIS; VICUGNA PACOS	03/01/21					Sola-Colom, M., Trakhanov, S., Goerlich, D.	7nqa_1
3496	3ogc	3.8	X-RAY DIFFRACTION	MUS MUSCULUS; STREPTOMYCES LIVIDANS	08/16/10					McCoy, J.G., Nimigean, C.M.	3ogc_0
3497	7tpj	3.46	ELECTRON MICROSCOPY	CUPRIAVIDUS METALLIDURANS; HOMO SAPIENS	01/25/22					Ashraf, K.U., Nygaard, R., Vickery, O.N., Erramilli, S.K., Herrera, C.M., McConville, T.H., Petrou, V.I., Giacometti, S.I., Dufrisne, M.B., Nosol, K., Zinkle, A.P., Graham, C.L.B., Loukeris, M., Kloss, B., Skorupinska-Tudek, K., Swiezewska, E., Roper, D., Clarke, O.B., Uhlemann, A.C., Kossiakoff, A.A., Trent, M.S., Stansfeld, P.J., Mancia, F.	7tpj_0
3498	7tpg	3.23	ELECTRON MICROSCOPY	CUPRIAVIDUS METALLIDURANS; HOMO SAPIENS	01/25/22					Ashraf, K.U., Nygaard, R., Vickery, O.N., Erramilli, S.K., Herrera, C.M., McConville, T.H., Petrou, V.I., Giacometti, S.I., Dufrisne, M.B., Nosol, K., Zinkle, A.P., Graham, C.L.B., Loukeris, M., Kloss, B., Skorupinska-Tudek, K., Swiezewska, E., Roper, D., Clarke, O.B., Uhlemann, A.C., Kossiakoff, A.A., Trent, M.S., Stansfeld, P.J., Mancia, F.	7tpg_0
3499	6nm6	2.739	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	01/10/19					Lai, Y.-T., Kwong, P.D.	6nm6_0
3500	4qnp	2.8	X-RAY DIFFRACTION	INFLUENZA A VIRUS; MUS MUSCULUS	06/18/14					Wan, H.Q., Yang, H., Shore, D.A., Garten, R.J., Couzens, L., Gao, J., Jiang, L.L., Carney, P.J., Villanueva, J., Stevens, J., Eichelberger, M.C.	4qnp_1
3501	6q23	3.27	X-RAY DIFFRACTION	INFLUENZA A VIRUS (A/CALIFORNIA/04/2009 (H1N1); HOMO SAPIENS	08/06/19					Zhu, X., Wilson, I.A.	6q23_0
3502	6s5a	1.72	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	07/01/19					Ehler, A., Darowski, D., Jost, C., Stubenrauch, K., Wessels, U., Benz, J., Birk, M., Freimoser-Grundschober, A., Bruenker, P., Moessner, E., Umana, P., Kobold, S., Klein, C.	6s5a_0
3503	7qna	3.0	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qna_0
3504	7qn8	3.1	ELECTRON MICROSCOPY	HOMO SAPIENS	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qn8_0
3505	7qnd	3.4	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qnd_2
3506	7qn5	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qn5_0
3507	7qn6	2.9	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qn6_1
3508	7qn7	3.0	ELECTRON MICROSCOPY	HOMO SAPIENS	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qn7_1
3509	7qnc	2.9	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qnc_1
3510	5gs2	3.592	X-RAY DIFFRACTION	MUS MUSCULUS; HOMO SAPIENS; ESCHERICHIA COLI (STRAIN K12); ESCHERICHIA COLI	08/13/16					Kim, J.H., Song, D.H., Youn, S.J., Kim, J.W., Cho, G., Lee, H., Lee, J.O.	5gs2_1
3511	7vbh	3.0	ELECTRON MICROSCOPY	HOMO SAPIENS; ESCHERICHIA COLI; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT	08/31/21					Zhao, F.H., Zhou, Q.T., Cong, Z.T., Hang, K.N., Zou, X.Y., Zhang, C., Chen, Y., Dai, A.T., Liang, A.Y., Ming, Q.Q., Wang, M., Chen, L.N., Xu, P.Y., Chang, R.L., Feng, W.B., Xia, T., Zhang, Y., Wu, B.L., Yang, D.H., Zhao, L.H., Xu, H.E., Wang, M.W.	7vbh_0
3512	5nbd	3.9	X-RAY DIFFRACTION	LAMA GLAMA; CAMPYLOBACTER JEJUNI	03/01/17					Perez, C., Pardon, E., Steyaert, J., Locher, K.P.	5nbd_0
3513	6meh	1.99	X-RAY DIFFRACTION	HEPACIVIRUS C; HOMO SAPIENS	09/06/18					Flyak, A.I., Bjorkman, P.J.	6meh_0
3514	4lss	2.59	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	07/23/13					Zhou, T., Moquin, S., Kwong, P.D.	4lss_0
3515	5zud	4.9	ELECTRON MICROSCOPY	ENTEROVIRUS A71; MUS MUSCULOIDES	05/07/18					Wang, X., Zhu, L., Wang, N.	5zud_0
3516	9njy										9njy_0
3517	9faw										9faw_1
3518	7qn9	2.9	ELECTRON MICROSCOPY	HOMO SAPIENS	12/20/21					Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	7qn9_0
3519	9gu3										9gu3_1
3520	9b6t										9b6t_0
3521	9b6n										9b6n_0
3522	8vpf										8vpf_0
3523	9j82										9j82_0
3524	3wkm	2.2	X-RAY DIFFRACTION	AQUIFEX AEOLICUS; MUS MUSCULUS	10/28/13					Nogi, T., Tabata, S., Tamura-kawakami, K., Takagi, J.	3wkm_0
3525	9bi6										9bi6_0
3526	9ast										9ast_0
3527	8qcm	2.39	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	11/06/24					Yu, Q., Kowal, J., Ni, D., Stahlberg, H., Tajkhorshid, E., Altmann, K.H., Locher, K.P.	8qcm_1
3528	9iqt	2.9	ELECTRON MICROSCOPY	Homo sapiens	10/02/24					Liu, Y., Zhou, Z.	9iqt_0
3529	8qks	3.994	X-RAY DIFFRACTION	Homo sapiens; Plasmodium falciparum	07/31/24					Wright, N.D., Barrett, J.R., Bradshaw, W.J., Paterson, N.G., MacLean, E.M., Ferreira, L., McHugh, K., Von Delft, F., Koekemoer, L., Draper, S.J.	8qks_3
3530	8qkr	3.234	X-RAY DIFFRACTION	Homo sapiens; Plasmodium falciparum	07/31/24					Wright, N.D., Barrett, J.R., Bradshaw, W.J., Paterson, N.G., MacLean, E.M., Ferreira, L., McHugh, K., Koekemoer, L., Draper, S.J.	8qkr_0
3531	8oyt	3.8	ELECTRON MICROSCOPY	Lama glama; Severe acute respiratory syndrome coronavirus 2; Tequatrovirus T4	01/08/09					Weckener, M., Naismith, J.H., Owens, R.J.	8oyt_2
3532	8bgg	0.0	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	03/08/23					Modhiran, N., Lauer, S., Spahn, C.M.T., Watterson, D., Schwefel, D.	8bgg_0
3533	8k3k	2.43	X-RAY DIFFRACTION	Severe acute respiratory syndrome coronavirus 2; synthetic construct	01/24/24					Wang, H.Y., Xu, W.Q.	8k3k_0
3534	8rgz	3.27	ELECTRON MICROSCOPY	Homo sapiens; Human alphaherpesvirus 1 strain F	06/19/24					Kalbermatter, D., Seyfizadeh, N., Imhof, T., Ries, M., Mueller, C., Jenner, L., Blumenschein, E., Yendrzheyevskiy, A., Moog, K., Eckert, D., Engel, R., Diebolder, P., Chami, M., Krauss, J., Schaller, T., Arndt, M.	8rgz_0
3535	8rh0	3.44	ELECTRON MICROSCOPY	Homo sapiens; Human alphaherpesvirus 1	06/19/24					Kalbermatter, D., Seyfizadeh, N., Imhof, T., Ries, M., Mueller, C., Jenner, L., Blumenschein, E., Yendrzheyevskiy, A., Moog, K., Eckert, D., Engel, R., Diebolder, P., Chami, M., Krauss, J., Schaller, T., Arndt, M.	8rh0_0
3536	8t9b	4.2	X-RAY DIFFRACTION	Homo sapiens	05/01/24					Singer, A.U., Bruce, H.A., Enderle, L., Blazer, L., Adams, J.J., Sicheri, F., Sidhu, S.S.	8t9b_1
3537	8xgr	3.2	ELECTRON MICROSCOPY	Bos taurus; Homo sapiens; Lama glama; Rattus rattus; SYNTHETIC CONSTRUCT	04/03/24					Oshima, H.S., Sano, F.K., Akasaka, H., Iwama, A., Shihoya, W., Nureki, O.	8xgr_0
3538	8wc6	3.2	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus; synthetic construct	12/27/23					Rong, N.K., Guo, L.L., Zhang, M.H., Li, Q., Yang, F., Sun, J.P.	8wc6_0
3539	8jtd	4.9	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	10/25/23					Chatterjee, A., Chen, C., Lee, K., Mangala Prasad, V.	8jtd_0
3540	8jtm	5.14	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	10/25/23					Chatterjee, A., Chen, C., Lee, K., Mangala Prasad, V.	8jtm_0
3541	9evz										9evz_0
3542	6x98	3.38	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; ORYCTOLAGUS CUNICULUS	06/02/20					Ozorowski, G., Cottrell, C.A., Ward, A.B.	6x98_1
3543	7kde	3.55	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/08/20					Barnes, C.O., Bjorkman, P.J.	7kde_0
3544	7n65	4.15	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	06/07/21					Mangala Prasad, V., Shipley, M.M., Overbaugh, J.M., Lee, K.K.	7n65_0
3545	5viy	6.2	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	04/17/17					Wang, H., Bjorkman, P.J.	5viy_0
3546	7kde	3.55	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/08/20					Barnes, C.O., Bjorkman, P.J.	7kde_2
3547	6oz4	4.05	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	05/15/19					Tolbert, W.D., Pazgier, M.	6oz4_0
3548	5viy	6.2	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	04/17/17					Wang, H., Bjorkman, P.J.	5viy_2
3549	7kde	3.55	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/08/20					Barnes, C.O., Bjorkman, P.J.	7kde_4
3550	9ehl										9ehl_0
3551	9ogu										9ogu_0
3552	9ehl										9ehl_1
3553	9ogu										9ogu_1
3554	9ehl										9ehl_2
3555	5aco	4.36	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/15					Lee, J.H., Ward, A.B.	5aco_1
3556	9ehl										9ehl_3
3557	9ehl										9ehl_4
3558	9ehl										9ehl_5
3559	5t3x	3.9	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/26/16					Gristick, H.B., Bjorkman, P.J.	5t3x_0
3560	9ehm										9ehm_0
3561	5t3x	3.9	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/26/16					Gristick, H.B., Bjorkman, P.J.	5t3x_1
3562	9ehm										9ehm_1
3563	8ult										8ult_1
3564	9ehm										9ehm_2
3565	8ulu										8ulu_0
3566	9ehm										9ehm_3
3567	8ulu										8ulu_1
3568	5vj6	11.5	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	04/18/17					Wang, H., Bjorkman, P.J.	5vj6_1
3569	9ehm										9ehm_4
3570	8ulu										8ulu_3
3571	8ulr										8ulr_2
3572	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_0
3573	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_1
3574	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_2
3575	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_3
3576	7mxe	3.7	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	05/19/21					Abernathy, M.E., Bjorkman, P.J.	7mxe_3
3577	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_4
3578	6mn7	4.8	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/01/18					Williams, J.A., Lee, K.K., Overbaugh, J.	6mn7_0
3579	6udj	2.5	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	09/19/19					Abernathy, M.E., Barnes, C.O., Gristick, H.B., Bjorkman, P.J.	6udj_5
3580	5v8m	4.4	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	03/22/17					Lee, J.H., Cottrell, C.A., Ward, A.B.	5v8m_2
3581	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_0
3582	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_1
3583	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_2
3584	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_3
3585	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_4
3586	7pc2	2.8	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS	08/03/21					Fernandez, I., Bontems, F., Pehau-Arnaudet, G., Rey, F.	7pc2_5
3587	5v8l	4.3	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	03/22/17					Lee, J.H., Ward, A.B.	5v8l_0
3588	5v8l	4.3	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	03/22/17					Lee, J.H., Ward, A.B.	5v8l_1
3589	5v8l	4.3	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	03/22/17					Lee, J.H., Ward, A.B.	5v8l_2
3590	5v8l	4.3	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	03/22/17					Lee, J.H., Ward, A.B.	5v8l_3
3591	6opa	4.084	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	04/01/20					Stanfield, R.L., Wilson, I.A.	6opa_1
3592	6opa	4.084	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	04/01/20					Stanfield, R.L., Wilson, I.A.	6opa_2
3593	6did	4.71	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; ORYCTOLAGUS CUNICULUS	05/23/18					Turner, H.L., Cottrell, C.A., Oyen, D., Wilson, I.A., Ward, A.B.	6did_2
3594	9ogu										9ogu_2
3595	9ogu										9ogu_3
3596	9ogu										9ogu_4
