	PDB	resolution	method	organism	date	affinity	delta_g	affinity_method	temperature	authors	One_digit_id
3597	9ogu										9ogu_5
3598	6ch8	4.1	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	02/22/18					Barnes, C.O., Bjorkman, P.J.	6ch8_1
3599	8ttw	2.96	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	11/08/23					Tolbert, W.D., Pozharski, E., Pazgier, M.	8ttw_3
3600	8ttw	2.96	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	11/08/23					Tolbert, W.D., Pozharski, E., Pazgier, M.	8ttw_4
3601	7ucf	4.0	X-RAY DIFFRACTION	Homo sapiens; Human immunodeficiency virus 1	08/17/22					Barnes, C.O., Bjorkman, P.J.	7ucf_0
3602	8ttw	2.96	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	11/08/23					Tolbert, W.D., Pozharski, E., Pazgier, M.	8ttw_5
3603	7ucf	4.0	X-RAY DIFFRACTION	Homo sapiens; Human immunodeficiency virus 1	08/17/22					Barnes, C.O., Bjorkman, P.J.	7ucf_1
3604	5i8h	4.301	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	02/18/16					Xu, K., Zhou, T., Kwong, P.D.	5i8h_1
3605	5c7k	4.6019	X-RAY DIFFRACTION	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	06/24/15					Kong, L., Stanfield, R.L., Wilson, I.A.	5c7k_0
3606	8ulu										8ulu_2
3607	7mxe	3.7	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	05/19/21					Abernathy, M.E., Bjorkman, P.J.	7mxe_2
3608	7mxe	3.7	ELECTRON MICROSCOPY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA	05/19/21					Abernathy, M.E., Bjorkman, P.J.	7mxe_1
3609	8p8j	3.49	ELECTRON MICROSCOPY	Homo sapiens; Lama glama; Mus musculus	08/30/23					Irobalieva, R.N., Manolaridis, I., Jackson, S.M., Ni, D., Pardon, E., Stahlberg, H., Steyaert, J., Locher, K.P.	8p8j_1
3610	7yrn	2.99	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	01/08/09					Wang, H., Zhu, S., Liao, H.	7yrn_0
3611	7yh7	3.3	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	07/19/23					Moriyama, S., Anraku, Y., Muranishi, S., Adachi, Y., Kuroda, D., Higuchi, Y., Kotaki, R., Tonouchi, K., Yumoto, K., Suzuki, T., Kita, S., Fukuhara, H., Kuroda, Y., Yamamoto, T., Onodera, T., Fukushi, S., Maeda, K., Nakamura-Uchiyama, F., Hashiguchi, T., Hoshino, A., Maenaka, K., Takahashi, Y.	7yh7_1
3612	8blq	3.97	ELECTRON MICROSCOPY	Homo sapiens	06/07/23					Fernandez-Martinez, D., Kandiah, E.	8blq_0
3613	3g6d	3.2	X-RAY DIFFRACTION	HOMO SAPIENS	02/06/09					Teplyakov, A., Obmolova, G., Gilliland, G.L.	3g6d_0
3614	3l5w	2.0	X-RAY DIFFRACTION	MUS MUSCULUS, HOMO SAPIENS; HOMO SAPIENS	12/22/09	5.4e-11	-14.0	SPR	25.0	Teplyakov, A., Obmolova, G., Malia, T., Gilliland, G.L.	3l5w_1
3615	8blq	3.97	ELECTRON MICROSCOPY	Homo sapiens	06/07/23					Fernandez-Martinez, D., Kandiah, E.	8blq_1
3616	4i77	1.9	X-RAY DIFFRACTION	HOMO SAPIENS	11/30/12					Eigenbrot, C., Ultsch, M.	4i77_0
3617	8dww	3.13	ELECTRON MICROSCOPY	Chikungunya virus strain Senegal 37997; Homo sapiens	05/31/23					Adams, L.J., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	8dww_1
3618	8dwx	3.27	ELECTRON MICROSCOPY	Chikungunya virus strain Senegal 37997; Homo sapiens	05/31/23					Adams, L.J., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	8dwx_1
3619	8dwy	3.18	ELECTRON MICROSCOPY	Chikungunya virus strain Senegal 37997; Homo sapiens	05/31/23					Adams, L.J., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	8dwy_1
3620	8iw4	3.49	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus; synthetic construct	05/31/23					Sun, J.P., Li, Q., Yang, F., Xu, Y.F., Guo, L.L., Lian, S., Zhang, M.H., Rong, N.K.	8iw4_0
3621	8gas	0.0	ELECTRON MICROSCOPY	Human immunodeficiency virus 1; Mus musculus	04/19/23					Gorman, J., Kwong, P.D.	8gas_0
3622	7ui1	3.3	X-RAY DIFFRACTION	Homo sapiens; Plasmodium falciparum	02/15/23					Tang, W.K., Tolia, N.H.	7ui1_0
3623	8dxs	3.76	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	12/07/22					Reddem, E.R., Shapiro, L.	8dxs_3
3624	8dxs	3.76	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	12/07/22					Reddem, E.R., Shapiro, L.	8dxs_4
3625	7xst	3.04	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	11/23/22					Wang, X., Li, X.	7xst_0
3626	7xst	3.04	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	11/23/22					Wang, X., Li, X.	7xst_1
3627	7sd3	3.67	ELECTRON MICROSCOPY	HIV whole-genome vector AA1305#18; Homo sapiens	11/09/22					Yang, S., Walz, T.	7sd3_0
3628	7sd3	3.67	ELECTRON MICROSCOPY	HIV whole-genome vector AA1305#18; Homo sapiens	11/09/22					Yang, S., Walz, T.	7sd3_1
3629	5v7j	2.907	X-RAY DIFFRACTION	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	03/20/17					Stewart-Jones, G.B.E., Zhou, T., Kwong, P.D.	5v7j_0
3630	5cez	3.031	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	07/08/15					Wilson, I.A., Garces, F.	5cez_1
3631	7sd3	3.67	ELECTRON MICROSCOPY	HIV whole-genome vector AA1305#18; Homo sapiens	11/09/22					Yang, S., Walz, T.	7sd3_2
3632	7zce	0.0	ELECTRON MICROSCOPY	Enterobacteria phage T4; Homo sapiens; Severe acute respiratory syndrome coronavirus 2	10/12/22					Chaves-Sanjuan, A., Bolognesi, M.	7zce_2
3633	7sak	1.15	X-RAY DIFFRACTION	Discosoma sp.; Lama glama	09/14/22					Cong, A.T.Q., Schellenberg, M.J.	7sak_0
3634	6ir2	1.393	X-RAY DIFFRACTION	ANAPLASMA MARGINALE; CAMELUS BACTRIANUS	11/09/18					Ding, Y., Wang, Z.Y., Hu, R.T., Chen, X.	6ir2_0
3635	8ilx	3.29	X-RAY DIFFRACTION	Anaplasma marginale; Camelus bactrianus	06/21/23					Liang, H., Liu, R., Ding, Y.	8ilx_0
3636	8im0	1.31	X-RAY DIFFRACTION	Anaplasma marginale; Camelus bactrianus	06/21/23					Liang, H., Liu, R., Ding, Y.	8im0_0
3637	8im1	2.05	X-RAY DIFFRACTION	Anaplasma marginale; Camelus bactrianus	06/21/23					Liang, H., Liu, R., Ding, Y.	8im1_0
3638	6ir1	1.919	X-RAY DIFFRACTION	ANAPLASMA MARGINALE; CAMELUS BACTRIANUS	11/09/18					Ding, Y., Wang, Z.Y., Hu, R.T., Chen, X.	6ir1_0
3639	7saj	2.37	X-RAY DIFFRACTION	Discosoma sp.; Lama glama	09/14/22					Cong, A.T.Q., Schellenberg, M.J.	7saj_0
3640	7z3a	0.0	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	01/08/09					van Schooten, J., Ward, A.	7z3a_2
3641	7z3a	0.0	ELECTRON MICROSCOPY	Homo sapiens; Human immunodeficiency virus 1	01/08/09					van Schooten, J., Ward, A.	7z3a_0
3642	7l2e	2.97	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/16/20					Cerutti, G., Shapiro, L.	7l2e_0
3643	7lqv	3.25	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	02/15/21					Gorman, J., Rapp, M., Kwong, P.D., Shapiro, L.	7lqv_2
3644	7ls9	3.42	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	02/17/21					Cerutti, G., Shapiro, L.	7ls9_0
3645	6nqd	3.9	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	01/21/19					Fang, Q., Rossmann, M.G.	6nqd_2
3646	4ffw	2.9	X-RAY DIFFRACTION	RATTUS NORVEGICUS; MUS MUSCULUS	06/01/12					Wang, Z., Sudom, A., Walker, N.P., Min, X.	4ffw_0
3647	5vta	2.8	X-RAY DIFFRACTION	RATTUS NORVEGICUS; MUS MUSCULUS	05/16/17					Wang, Z., Johnstone, S., Cheng, A.	5vta_2
3648	4ffv	2.4	X-RAY DIFFRACTION	RATTUS NORVEGICUS; MUS MUSCULUS	06/01/12					Wang, Z., Sudom, A., Walker, N.P., Min, X.	4ffv_0
3649	6wo5	2.619	X-RAY DIFFRACTION	HOMO SAPIENS; HEPATITIS C VIRUS (ISOLATE H)	04/24/20					Tzarum, N., Wilson, I.A., Law, M.	6wo5_2
3650	6wo5	2.619	X-RAY DIFFRACTION	HOMO SAPIENS; HEPATITIS C VIRUS (ISOLATE H)	04/24/20					Tzarum, N., Wilson, I.A., Law, M.	6wo5_3
3651	2htl	3.4	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	07/26/06					Accardi, A., Lobet, S., Williams, C., Miller, C., Dutzler, R.	2htl_0
3652	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_0
3653	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_1
3654	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_2
3655	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_3
3656	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_4
3657	5d9q	4.4	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/18/15					Julien, J.-P., Stanfield, R.L., Ward, A.B., Wilson, I.A.	5d9q_5
3658	6u36	2.7	X-RAY DIFFRACTION	HOMO SAPIENS	08/21/19					Lu, J., Soisson, S.	6u36_0
3659	6lxk	3.608	X-RAY DIFFRACTION	INFLUENZA A VIRUS; HOMO SAPIENS	02/11/20					Jiang, H., Peng, W., Qi, J., Chai, Y., Song, H., Shi, Y., Gao, G.F., Wu, Y.	6lxk_1
3660	7jwb	3.2	ELECTRON MICROSCOPY	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	08/25/20					QCRG Structural Biology Consortium	7jwb_0
3661	7e3k	3.9	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	02/09/21					Guo, H., Li, T., Liu, F., Gao, Y., Ji, X., Yang, H.	7e3k_2
3662	7ks9	4.75	ELECTRON MICROSCOPY	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	11/21/20					Cerutti, G., Shapiro, L.	7ks9_0
3663	7e3l	3.6	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	02/09/21					Guo, H., Li, T., Liu, F., Gao, Y., Ji, X., Yang, H.	7e3l_1
3664	7jv4	3.4	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	08/20/20					Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	7jv4_1
3665	6z43	3.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	05/22/20					Ruza, R.R., Duyvesteyn, H.M.E., Shah, P., Carrique, L., Ren, J., Malinauskas, T., Zhou, D., Stuart, D.I., Naismith, J.H.	6z43_0
3666	6zhd	3.7	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; ENTEROBACTERIA PHAGE T4; LAMA GLAMA	06/22/20					Clare, D.K., Naismith, J.H., Weckener, M., Vogirala, V.K.	6zhd_2
3667	7akd	4.0	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/30/20					Fedry, J., Hurdiss, D.L., Wang, C., Li, W., Obal, G., Drulyte, I., Howes, S.C., van Kuppeveld, F.J.M., Foerster, F., Bosch, B.J.	7akd_1
3668	7z6v	3.1	ELECTRON MICROSCOPY	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	07/13/22					Weckener, M., Naismith, J.H., Vogirala, V.K.	7z6v_1
3669	7z7x	0.0	ELECTRON MICROSCOPY	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	07/13/22					Weckener, M., Naismith, J.H.	7z7x_2
3670	7z85	0.0	ELECTRON MICROSCOPY	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	07/13/22					Weckener, M., Naismith, J.H.	7z85_2
3671	7z86	3.4	ELECTRON MICROSCOPY	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	07/13/22					Weckener, M., Naismith, J.H.	7z86_1
3672	7z9q	3.6	ELECTRON MICROSCOPY	Lama glama; Severe acute respiratory syndrome coronavirus 2; Tequatrovirus T4	07/13/22					Weckener, M., Naismith, J.H.	7z9q_2
3673	7z9r	4.2	ELECTRON MICROSCOPY	Escherichia virus T4; Lama glama; Severe acute respiratory syndrome coronavirus 2	07/13/22					Weckener, M., Naismith, J.H.	7z9r_0
3674	7t4s	3.1	ELECTRON MICROSCOPY	HUMAN BETAHERPESVIRUS 5; HOMO SAPIENS	12/10/21					Kschonsak, M., Johnson, M.C., Schelling, R., Green, E.M., Rouge, L., Ho, H., Patel, N., Kilic, C., Kraft, E., Arthur, C.P., Rohou, A.L., Comps-Agrar, L., Martinez-Martin, N., Perez, L., Payandeh, J., Ciferri, C.	7t4s_1
3675	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_2
3676	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_3
3677	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_4
3678	6apd	4.1	X-RAY DIFFRACTION	RESPIRATORY SYNCYTIAL VIRUS; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	08/17/17					Wrapp, D., McLellan, J.S.	6apd_5
3679	6mek	3.1	X-RAY DIFFRACTION	HEPACIVIRUS C; HOMO SAPIENS	09/06/18					Flyak, A.I., Bjorkman, P.J.	6mek_0
3680	6mek	3.1	X-RAY DIFFRACTION	HEPACIVIRUS C; HOMO SAPIENS	09/06/18					Flyak, A.I., Bjorkman, P.J.	6mek_3
3681	7mdp	1.96	X-RAY DIFFRACTION	HOMO SAPIENS	04/05/21					Oh, A., Frank, Y., Wang, W.	7mdp_0
3682	7rp3	2.0	X-RAY DIFFRACTION	HOMO SAPIENS	08/03/21					Oh, A., Tam, C., Wang, W.	7rp3_0
3683	5cjx	3.584	X-RAY DIFFRACTION	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	07/15/15					Scharf, L., Bjorkman, P.J.	5cjx_0
3684	3v6o	1.95	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	12/20/11					Carpenter, B., Hemsworth, G.R., Ross, R.J., Artymiuk, P.J.	3v6o_0
3685	7ul5	3.1	ELECTRON MICROSCOPY	Homo sapiens; Lama glama	04/03/22					Robertson, M.J., Skiniotis, G.	7ul5_0
3686	7tat	3.2	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/21/21					Park, Y.J., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Veesler, D.	7tat_1
3687	5t5n	3.1	X-RAY DIFFRACTION	GALLUS GALLUS; MUS MUSCULUS	08/31/16					Long, S.B., Vaisey, G.	5t5n_3
3688	7cqd	3.2	X-RAY DIFFRACTION	RATTUS NORVEGICUS; AQUIFEX AEOLICUS VF5; HOMO SAPIENS	08/10/20					Tamura-Sakaguchi, R., Aruga, R., Nogi, T.	7cqd_1
3689	6v8x	3.0	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	12/12/19					Henderson, R., Acharya, P.	6v8x_2
3690	7n5h	3.24	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/05/21					Casner, R.G., Cerutti, G., Shapiro, L.	7n5h_2
3691	7ljd	3.2	ELECTRON MICROSCOPY	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; LAMA GLAMA	01/28/21					Zhuang, Y., Krumm, B., Zhang, H., Zhou, X.E., Wang, Y., Guo, J., Huang, X.-P., Liu, Y., Wang, L., Cheng, X., Jiang, Y., Jiang, H., Melcher, K., Zhang, C., Yi, W., Roth, B.L., Zhang, Y., Xu, H.E.	7ljd_0
3692	5dfz	4.4	X-RAY DIFFRACTION	SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 / S288C); LAMA GLAMA; SACCHAROMYCES CEREVISIAE	08/27/15					Rostislavleva, K., Soler, N., Ohashi, Y., Zhang, L., Williams, R.L.	5dfz_0
3693	7bu7	2.6	X-RAY DIFFRACTION	ENTEROBACTERIA PHAGE T4; HOMO SAPIENS; CAMELIDAE MIXED LIBRARY	04/04/20					Xu, X., Kaindl, J., Clark, M., Hubner, H., Hirata, K., Sunahara, R., Gmeiner, P., Kobilka, B.K., Liu, X.	7bu7_0
3694	6gwn	2.03	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	06/25/18					Sillen, M., Weeks, S.D., Strelkov, S.V., Declerck, P.J.	6gwn_0
3695	6gwn	2.03	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	06/25/18					Sillen, M., Weeks, S.D., Strelkov, S.V., Declerck, P.J.	6gwn_1
3696	7aqg	2.27	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	10/21/20					Sillen, M., Strelkov, S.V., Declerck, P.J.	7aqg_0
3697	7aqg	2.27	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	10/21/20					Sillen, M., Strelkov, S.V., Declerck, P.J.	7aqg_1
3698	6vbg	2.8	X-RAY DIFFRACTION	ESCHERICHIA COLI; LAMA GLAMA	12/18/19					Kumar, H., Stroud, R.M., Kaback, H.R., Finer-Moore, J., Smirnova, I., Kasho, V., Pardon, E., Steyart, J.	6vbg_1
3699	6c9w	3.0	X-RAY DIFFRACTION	ESCHERICHIA COLI (STRAIN K12); LAMA GLAMA	01/29/18					Kumar, H., Finer-Moore, J.S., Jiang, X., Smirnova, I., Kasho, V., Pardon, E., Steyaert, J., Kaback, H.R., Stroud, R.M.	6c9w_0
3700	5utf	3.503	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	02/14/17					Pancera, M., Chuang, G.-Y., Xu, K., Kwong, P.D.	5utf_1
3701	6mug	2.954	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/23/18					Lai, Y.-T., Kwong, P.D.	6mug_1
3702	6muf	2.91	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/23/18					Lai, Y.-T., Kwong, P.D.	6muf_1
3703	6d9w	3.941	X-RAY DIFFRACTION	DEINOCOCCUS RADIODURANS; MUS MUSCULUS	04/30/18					Gaudet, R., Bane, L.B., Weihofen, W.A., Singharoy, A., Zimanyi, C.M., Bozzi, A.T.	6d9w_0
3704	4y7m	1.92	X-RAY DIFFRACTION	LAMA GLAMA; ESCHERICHIA COLI 2-156-04_S3_C3	02/15/15					Nguyen, V.S., Spinelli, S., Durand, E., Roussel, A., Cambillau, C.	4y7m_1
3705	6qx4	3.27	X-RAY DIFFRACTION	BACILLUS ANTHRACIS; LAMA GLAMA	03/07/19					Remaut, H., Fioravanti, A.	6qx4_0
3706	6qx4	3.27	X-RAY DIFFRACTION	BACILLUS ANTHRACIS; LAMA GLAMA	03/07/19					Remaut, H., Fioravanti, A.	6qx4_1
3707	6qx4	3.27	X-RAY DIFFRACTION	BACILLUS ANTHRACIS; LAMA GLAMA	03/07/19					Remaut, H., Fioravanti, A.	6qx4_2
3708	6qx4	3.27	X-RAY DIFFRACTION	BACILLUS ANTHRACIS; LAMA GLAMA	03/07/19					Remaut, H., Fioravanti, A.	6qx4_3
3709	4i18	3.238	X-RAY DIFFRACTION	MUS MUSCULUS; HOMO SAPIENS	11/20/12					Duguid, E.M., Mukherjee, S., Kouadio, J.L.	4i18_1
3710	7kmk	4.2	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	11/03/20					Li, Z., Rini, J.M.	7kmk_0
3711	7kxk	5.0	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/04/20					Li, Z., Rini, J.	7kxk_1
3712	6nz7	2.95	X-RAY DIFFRACTION	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	02/13/19					Zhou, T., Kwong, P.D.	6nz7_1
3713	6bt3	4.7	ELECTRON MICROSCOPY	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	12/05/17					Guan, J., Bywaters, S.M., Brendle, S.A., Ashley, R.E., Makhov, A.M., Conway, J.F., Christensen, N.D., Hafenstein, S.	6bt3_2
3714	7cn2	3.43	ELECTRON MICROSCOPY	HUMAN PAPILLOMAVIRUS TYPE 16; ORYCTOLAGUS CUNICULUS	07/29/20					He, M.Z., Li, S.W.	7cn2_0
3715	6bsp	4.7	ELECTRON MICROSCOPY	MUS MUSCULUS; HUMAN PAPILLOMAVIRUS TYPE 16	12/04/17					Guan, J., Bywaters, S.M., Brendle, S.A., Ashley, R.E., Makhov, A.M., Conway, J.F., Christenson, N.D., Hafenstein, S.	6bsp_0
3716	7qbd	4.18	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	11/19/21					Bloch, J.S., Locher, K.P.	7qbd_0
3717	7qbe	3.0	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	11/19/21					Bloch, J.S., Locher, K.P.	7qbe_1
3718	7qbg	2.69	X-RAY DIFFRACTION	HOMO SAPIENS; VICUGNA PACOS	11/19/21					Bloch, J.S., Locher, K.P.	7qbg_0
3719	5xbm	3.501	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	03/20/17					Zhang, X., Yang, P., Wang, N., Zhang, J., Li, J., Guo, H., Yin, X., Rao, Z., Wang, X., Zhang, L.	5xbm_1
3720	7nxb	2.67	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	03/17/21					Zhou, D., Ren, J., Stuart, D.	7nxb_0
3721	7nxb	2.67	X-RAY DIFFRACTION	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	03/17/21					Zhou, D., Ren, J., Stuart, D.	7nxb_1
3722	7r87	3.4	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	06/26/21					Sun, Y., Li, X., Long, T.	7r87_0
3723	3v6z	3.34	X-RAY DIFFRACTION	HEPATITIS B VIRUS; MUS MUSCULUS	12/20/11					Dimattia, M.A., Watts, N.R., Stahl, S.J., Grimes, J.M., Steven, A.C., Stuart, D.I., Wingfield, P.T.	3v6z_0
3724	7vfa	1.75	X-RAY DIFFRACTION	CAMELUS BACTRIANUS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	09/11/21					Sun, Z.C., Wang, L., Geng, Y.	7vfa_0
3725	7vfb	2.0	X-RAY DIFFRACTION	CAMELUS BACTRIANUS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	09/11/21					Geng, Y., Sun, Z.C., Wang, L.	7vfb_0
3726	6icf	4.0	X-RAY DIFFRACTION	AQUIFEX AEOLICUS; RATTUS NORVEGICUS	09/05/18					Tamura, R., Oi, R., Kaneko, M.K., Kato, Y., Nogi, T.	6icf_0
3727	7dd2	5.6	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	10/27/20					Cong, Y., Liu, C.X.	7dd2_0
3728	7lsg	1.86	X-RAY DIFFRACTION	HOMO SAPIENS; TICK-BORNE ENCEPHALITIS VIRUS	02/18/21					Keeffe, J.R., Bjorkman, P.J.	7lsg_0
3729	7a6o	2.1	X-RAY DIFFRACTION	HOMO SAPIENS; LAMA GLAMA	08/25/20					Brown, A.K., Emsley, J.	7a6o_0
3730	1oak	2.2	X-RAY DIFFRACTION	MUS MUSCULUS; HOMO SAPIENS	12/18/97					Celikel, R., Varughese, K.I.	1oak_0
3731	7f8w	3.1	ELECTRON MICROSCOPY	HOMO SAPIENS; SYNTHETIC CONSTRUCT	07/02/21					Zhang, X., He, C., Wang, M., Zhou, Q., Yang, D., Zhu, Y., Wu, B., Zhao, Q.	7f8w_0
3732	4jpk	2.4	X-RAY DIFFRACTION	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	03/19/13					Julien, J.-P., Jardine, J., Schief, W.R., Wilson, I.A.	4jpk_0
3733	2ih1	2.4	X-RAY DIFFRACTION	STREPTOMYCES LIVIDANS; MUS MUSCULUS	09/25/06					Valiyaveetil, F.I., Leonetti, M., Muir, T.W., MacKinnon, R.	2ih1_0
